2000/01/12,1002,"ＴＯＰＩＸ",1673.1,1673.1,1656.24,1656.92,608680000,1
2000/01/12,1301,"極洋",136,138,135,137,251000,1
2000/01/12,1331,"ニチロ",152,158,150,150,352000,1
2000/01/12,1332,"日本水産",165,173,165,165,682000,1
2000/01/12,1333,"マルハ",123,126,123,124,507000,1
2000/01/12,1351,"宝幸水産",99,99,97,98,21000,1
2000/01/12,1352,"ホウスイ",105,105,96,102,14000,1
2000/01/12,1376,"カネコ種苗",832,832,820,820,4000,3
2000/01/12,1377,"サカタタネ",2530,2600,2510,2520,79700,1
2000/01/12,1379,"ホクト産業",4950,5140,4910,5110,62100,1
2000/01/12,1380,"秋川牧園",605,605,600,600,3000,3
2000/01/12,1491,"中外鉱業",114,118,106,117,7808000,2
2000/01/12,1501,"三井鉱山",100,103,96,96,313000,1
2000/01/12,1503,"住友石炭鉱",93,95,90,95,120000,1
2000/01/12,1515,"日鉄鉱業",236,240,225,225,34000,1
2000/01/12,1518,"三井松島産",171,171,168,169,109000,1
2000/01/12,1601,"帝国石油",300,303,295,295,604000,1
2000/01/12,1603,"アラビア石",1645,1660,1630,1650,66800,1
2000/01/12,1661,"関東天然ガ",410,410,400,400,41000,1
2000/01/12,1701,"昭和鉱業",280,290,261,289,39000,2
2000/01/12,1741,"ミサワサン",750,750,750,750,3000,3
2000/01/12,1742,"セコムテク",2600,2640,2520,2530,15000,2
2000/01/12,1743,"コーアツ工",0,0,0,0,0,3
2000/01/12,1744,"キョーエイ",749,749,749,749,3000,3
2000/01/12,1748,"ミサワ北日",0,0,0,0,0,3
2000/01/12,1749,"大和通信建",286,286,280,280,6000,3
2000/01/12,1751,"日立プラサ",0,0,0,0,0,3
2000/01/12,1752,"富士通シス",1790,1790,1680,1680,27000,2
2000/01/12,1753,"土屋ツーバ",0,0,0,0,0,3
2000/01/12,1754,"東新住建",641,641,630,630,29000,3
2000/01/12,1755,"日本鋼管工",351,354,351,354,5000,2
2000/01/12,1756,"シンコー",0,0,0,0,0,3
2000/01/12,1758,"太洋基礎工",565,570,565,570,2000,3
2000/01/12,1763,"北陸ミサワ",0,0,0,0,0,3
2000/01/12,1764,"工藤建設",0,0,0,0,0,2
2000/01/12,1766,"東建コーポ",840,850,840,840,5000,3
2000/01/12,1767,"沖電気工事",600,600,586,600,5000,2
2000/01/12,1769,"ピコイ",87,87,80,80,16000,3
2000/01/12,1770,"藤田エンジ",0,0,0,0,0,3
2000/01/12,1772,"東北エンタ",201,201,201,201,1000,3
2000/01/12,1775,"富士電工事",210,210,202,205,15000,2
2000/01/12,1776,"三井道路",118,118,110,110,15000,2
2000/01/12,1778,"古河総合設",0,0,0,0,0,2
2000/01/12,1779,"松本建工",515,515,505,505,6000,3
2000/01/12,1780,"ヤマウラ",390,391,390,391,2500,1
2000/01/12,1781,"国土総合建",375,375,375,375,8000,3
2000/01/12,1782,"常磐開発",0,0,0,0,0,3
2000/01/12,1783,"南野建設",0,0,0,0,0,3
2000/01/12,1784,"サワコー",530,540,530,539,5600,3
2000/01/12,1786,"オリ建設",500,500,470,470,36400,1
2000/01/12,1787,"ナカボーテ",0,0,0,0,0,3
2000/01/12,1788,"三東工業社",0,0,0,0,0,3
2000/01/12,1789,"山加電業",500,500,500,500,100,3
2000/01/12,1791,"三井木材",125,132,125,126,11000,1
2000/01/12,1792,"日東大都工",233,233,232,232,9000,1
2000/01/12,1793,"大本組",0,0,0,0,0,3
2000/01/12,1795,"マサル",0,0,0,0,0,3
2000/01/12,1796,"トヨタウド",349,349,349,349,1800,2
2000/01/12,1798,"守谷商会",0,0,0,0,0,3
2000/01/12,1799,"第一建工",0,0,0,0,0,3
2000/01/12,1800,"利根技術",300,300,300,300,4000,3
2000/01/12,1801,"大成建設",192,195,190,190,1018000,1
2000/01/12,1802,"大林組",445,449,435,436,771000,1
2000/01/12,1803,"清水建設",332,335,325,325,747000,1
2000/01/12,1804,"佐藤工業",67,68,65,66,436000,1
