2000/01/27,1002,"ＴＯＰＩＸ",1666.68,1687.11,1665.7,1685.9,567171000,1
2000/01/27,1301,"極洋",142,147,141,143,199000,1
2000/01/27,1331,"ニチロ",166,170,160,169,515000,1
2000/01/27,1332,"日本水産",183,185,179,182,474000,1
2000/01/27,1333,"マルハ",184,188,171,179,8205000,1
2000/01/27,1351,"宝幸水産",101,102,101,101,33000,1
2000/01/27,1352,"ホウスイ",106,106,102,102,20000,1
2000/01/27,1376,"カネコ種苗",0,0,0,0,0,3
2000/01/27,1377,"サカタタネ",2600,2630,2570,2600,37400,1
2000/01/27,1379,"ホクト産業",4900,5120,4900,5120,33200,1
2000/01/27,1380,"秋川牧園",625,625,625,625,1000,3
2000/01/27,1491,"中外鉱業",122,127,120,122,4040000,2
2000/01/27,1501,"三井鉱山",102,106,101,101,175000,1
2000/01/27,1503,"住友石炭鉱",97,102,97,98,230000,1
2000/01/27,1515,"日鉄鉱業",255,255,251,251,87000,1
2000/01/27,1518,"三井松島産",175,179,174,178,151000,1
2000/01/27,1601,"帝国石油",332,336,321,326,568000,1
2000/01/27,1603,"アラビア石",1485,1500,1479,1481,54200,1
2000/01/27,1661,"関東天然ガ",428,440,428,435,77000,1
2000/01/27,1701,"昭和鉱業",289,289,273,273,18000,2
2000/01/27,1741,"ミサワサン",800,800,800,800,2000,3
2000/01/27,1742,"セコムテク",2800,2830,2750,2750,36000,2
2000/01/27,1743,"コーアツ工",680,680,680,680,1000,3
2000/01/27,1744,"キョーエイ",651,670,651,669,12000,3
2000/01/27,1748,"ミサワ北日",0,0,0,0,0,3
2000/01/27,1749,"大和通信建",295,295,290,290,15000,3
2000/01/27,1751,"日立プラサ",410,410,410,410,1000,3
2000/01/27,1752,"富士通シス",1860,1890,1840,1840,9000,2
2000/01/27,1753,"土屋ツーバ",0,0,0,0,0,3
2000/01/27,1754,"東新住建",900,900,900,900,11000,3
2000/01/27,1755,"日本鋼管工",0,0,0,0,0,2
2000/01/27,1756,"シンコー",390,390,390,390,4000,3
2000/01/27,1758,"太洋基礎工",555,555,550,550,3000,3
2000/01/27,1763,"北陸ミサワ",554,554,554,554,1000,3
2000/01/27,1764,"工藤建設",0,0,0,0,0,2
2000/01/27,1766,"東建コーポ",895,910,880,910,9000,3
2000/01/27,1767,"沖電気工事",580,580,580,580,3000,2
2000/01/27,1769,"ピコイ",70,80,70,75,43000,3
2000/01/27,1770,"藤田エンジ",670,670,670,670,2000,3
2000/01/27,1772,"東北エンタ",0,0,0,0,0,3
2000/01/27,1775,"富士電工事",201,201,201,201,2000,2
2000/01/27,1776,"三井道路",120,120,120,120,6000,2
2000/01/27,1778,"古河総合設",0,0,0,0,0,2
2000/01/27,1779,"松本建工",560,560,550,555,9000,3
2000/01/27,1780,"ヤマウラ",400,400,390,390,4000,1
2000/01/27,1781,"国土総合建",376,376,376,376,3000,3
2000/01/27,1782,"常磐開発",0,0,0,0,0,3
2000/01/27,1783,"南野建設",103,103,103,103,5000,3
2000/01/27,1784,"サワコー",575,575,560,560,34600,3
2000/01/27,1786,"オリ建設",510,519,491,491,14900,1
